STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE
10,Delaware,100121,2,1,1UYVS253*M6******,2023-09-15 02:07:06,0,6,TRAILER
10,Delaware,100145,1,1,1GRAA062*7G******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120016,1,1,1UYVS253*H7******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120019,3,1,3H3V482C*CT******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120034,1,1,1JJV532W*5L******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120042,2,1,1JJV532D*AL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120045,2,1,5HTSP432*D5******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120049,2,1,1E1U2Y28*HR******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120060,1,1,1UYVS253*5M******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120131,3,1,1GRAA962*3S******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120133,2,1,1JJV532D*HL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120148,2,1,1UYVS253*AM******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120149,1,1,1GRDM962*XM******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120155,2,1,1UJBJ0BS*A1******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120169,2,1,5V8VC532*JT******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120184,2,1,1JJV532W*3L******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120187,1,1,1TTF532C*M3******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120210,1,1,1GRAA062*CW******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120217,1,1,1GRAA561*KE******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120237,2,1,5V8VA532*LT******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120343,2,1,1JJV532D*GL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120362,2,1,1JJV532D*NL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120406,1,1,1GRAA962*7S******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120417,3,1,1UYFS245*NA******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120462,1,1,1GRAP561*GK******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120462,1,2,1JJV281D*HL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120475,2,1,1TTF4820*32******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120494,2,1,1JJV532D*DL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120513,1,1,1TTF4820*91******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120528,1,1,1GRAA062*EB******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120536,2,1,4C9SN392*MA061***,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120540,3,1,43ZDL22B*50******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120581,1,1,1GRDM962*4M******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120582,2,1,16V1D212*M5******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120609,2,1,4TM12KE1*EB******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120617,2,1,1GRAA962*GB******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120662,1,1,1UYVS253*6G******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120662,3,1,1GR1A062*LB******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120664,3,1,1PMA2442*V5******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120666,1,1,1UYVS253*RU******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120666,2,1,1UYVS253*EP******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120666,3,1,3H3V532C*GT******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120666,6,1,1GRAP062*HT******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120717,1,1,1GRAA962*6G******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120732,1,1,1E1H5Y28*8R******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120733,2,1,1GRAP062*GK******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120758,2,1,3H3V532C*HT******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120823,2,1,1GRAA062*DW******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120841,1,1,3H3V482C*JT******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120936,1,1,1JJV532W*6L******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,120998,1,1,1JJV532W*6L******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121093,1,1,1W9AC452*5P347***,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121105,1,1,7H2BE121*ND******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121108,1,1,527SR532*BM******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121138,2,1,1PNV532S*RG******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121171,2,1,1JJV532W*YL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121173,2,1,16VDX142*H5******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121233,1,1,1JJV532W*6L******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121245,2,1,1UYFS248*KA******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121265,2,1,3H3C532S*GT******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121287,2,1,5THBF182*KL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121322,2,1,1JJV482D*ML******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121336,1,1,1E9CH202*4L252***,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121336,6,1,1JJV532D*GL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121347,2,1,1DW1A532*AS******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121347,3,1,5MADN342*GC******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121369,2,1,3H3V532C*LR******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121376,2,1,1GRAA062*CW******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121396,2,1,3H3V532C*LR******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121425,2,1,1UYVS253*L6******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121470,2,1,1GRAA062*6J******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121513,2,1,5NHUNST2*BU******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121515,2,1,1GRAP062*9T******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121544,2,1,1XNBD102*M1******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121590,3,1,1GRDM902*5M******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121624,1,1,1JJV532B*GL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121636,2,1,5A4WAWN1*J2******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121636,3,1,1DW1A281*6S******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121636,3,2,1DW1A281*JS******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121640,2,1,1L9GA72A*ML033***,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121654,1,1,1JJV532W*7L******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121654,2,1,5EF2GC45*LB******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121667,2,1,1DW1A532*KS******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121760,2,1,1PTF71TJ*D9******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121833,1,1,1JJV532D*PL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,121991,2,1,1JJV532D*LL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122002,3,1,1E1F9U28*CR******,2023-09-15 02:07:06,1,6,TRAILER
12,Florida,122027,2,1,1UYFS253*H5******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122028,2,1,5HTSN422*47******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122046,2,1,1JJV532D*JL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122053,3,1,1GRAA722*XS******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122084,2,1,1GRAA962*KB******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122099,3,1,5HVBD142*JL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122160,2,1,40FL0482*W1******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122223,2,1,1JJV532W*3L******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122248,2,1,1UYVS253*P3******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122258,1,1,4YMBU142*MG******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122277,1,1,5HEAH201*AH******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122320,1,1,5HTSN412*27******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122333,1,1,1GRAA962*BB******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122352,4,1,4J8B0432*XT******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122358,2,1,1GRAA062*BW******,2023-09-15 02:07:06,1,6,TRAILER
12,Florida,122408,1,1,567RSBN2*GF******,2023-09-15 02:07:06,"1,400",6,TRAILER
12,Florida,122447,1,1,1XNBD162*N1******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122519,2,1,1UYVS253*FM******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122546,3,1,1JJV532D*HL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122550,1,1,1GR1P062*LT******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122570,1,1,1GRAA062*FW******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122585,1,1,5THBV162*AL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122611,1,1,5HTSA422*P7******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122619,1,1,5RTBE101*7D******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122622,3,1,4HAPE151*JM******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122643,2,1,1KKVE532*NL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122657,1,1,1UYFS248*FA******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122670,2,1,1UYVS253*4P******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122673,2,1,1GRAA962*DB******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122673,2,2,1GRAA962*EE******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122715,2,1,5EF2GC40*YB******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122715,3,1,1UYFS248*3A******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122723,1,1,1JJV532D*JL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122724,1,1,4ZEAT533*11******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122741,1,1,1M9BA322*GB817***,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122785,1,1,1GRAP561*GK******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122785,1,2,1GR1P561*LK******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122796,2,1,1JJV532W*7L******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122803,3,1,13N15320*G1******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122804,2,1,1GRAP062*DK******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122834,2,1,1PMS3432*C1******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122893,1,1,5MC12481*K3******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122923,2,1,1UYFS248*6A******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122927,2,1,1GR1A962*PB******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122931,3,1,1UYVS248*H6******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122944,2,1,1UYVS253*GU******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122988,2,1,1WF200E1*13******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,122991,1,1,5MAMN452*XC******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123000,2,1,16V1F302*N2******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123002,2,1,1W9AC463*MP347***,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123002,4,1,4T93H402*NM402***,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123015,1,1,5MAMN482*4C******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123042,1,1,5HTSA442*M7******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123046,2,1,1JJV532D*EL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123090,2,1,1GRAA062*JW******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123111,1,1,1GRDM962*5M******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123112,2,1,1JJV532D*GL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123114,1,1,1PLE0482*FP******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123116,1,1,1JJV532D*NL******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123144,2,1,5JW1U162*K1******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123156,2,1,LJRC5426*E1******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123222,2,1,1PT01DNH*29******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123244,4,1,53FBE122*HF******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123273,3,1,7FWBE162*P1******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123278,1,1,1GRAA062*EE******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123284,2,1,1GRAP062*GJ******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123287,2,1,1PLE0452*KP******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123329,1,1,5V8VA482*LT******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123405,2,1,1W9S4422*XN001***,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123434,1,1,16VPX162*H2******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123435,1,1,1JJV532W*8L******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123486,2,1,1GRAA062*GK******,2023-09-15 02:07:06,0,6,TRAILER
12,Florida,123515,2,1,1UYVS253*GG******,2023-09-15 02:07:06,0,6,TRAILER
13,Georgia,131124,2,1,4ZEGP252*M1******,2023-09-15 02:07:06,0,6,TRAILER
13,Georgia,131267,1,1,1UYVS253*GM******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170008,2,1,1GRAA062*EB******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170013,1,1,1JJV532B*JL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170013,2,1,1JJV532B*JL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170029,1,1,3H3V281C*HT******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170035,2,1,1RNF53A2*NR******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170041,2,1,1JJV532D*FL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170071,2,1,1JJV532W*8L******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170119,2,1,1GRAA962*FB******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170126,2,1,3H3C412S*3T******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170154,2,1,1JJV281W*8L******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170154,2,2,1JJV281D*KL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170159,2,1,4WW4412A*J7******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170165,1,1,1JJv532D*LL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170173,2,1,1W16532A*H5******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170182,2,1,5MADN402*6C******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170183,2,1,1JJV532W*2L******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170202,1,1,1GRDM962*6h******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170219,2,1,1JJV532B*FL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170228,2,1,1GRAA062*FW******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170232,2,1,1UYVS253*L7******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170244,2,1,1JJV532D*LL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170275,2,1,1UYVS253*J3******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170303,2,1,1S12E953*2D******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170324,2,1,1UYVS128*EU******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170327,2,1,3H3V532C*MR******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170332,1,1,1MT2N502*DH******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170332,2,1,LJRC5426*H1******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170351,2,1,1E1D1L28*YR******,2023-09-15 02:07:06,1,6,TRAILER
17,Illinois,170356,2,1,13N14820*F1******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170359,1,1,1RNF45A2*8R******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170383,2,1,1GR1P062*LT******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170402,1,1,1GRAA062*GK******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170415,1,1,2C9VBH2N*HM183***,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170428,2,1,4MLC2482*NM******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170435,2,1,1GRAP062*9T******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170459,1,1,1JJV532B*HL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170459,4,1,1GR1P062*MJ******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170460,1,1,1GRAP062*KK******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170460,2,1,1GRAP062*ET******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170480,2,1,1PNR532B*XH******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170485,2,1,1UYFS248*EA******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170518,3,1,1P9BU282*MG402***,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170522,2,1,5V8VC532*MM******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170524,2,1,1E1L5Y28*DR******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170539,2,1,1UYVS253*CU******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170553,1,1,1GRAA962*MB******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170569,2,1,1UYVS253*8U******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170576,1,1,1JJV532D*CL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170602,2,1,5MAPA532*NH******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170608,2,1,1TTF482A*K3******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170629,2,1,1JJV532D*JL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170630,2,1,1UYVS253*DM******,2023-09-15 02:07:06,1,6,TRAILER
17,Illinois,170641,1,1,1UYFS248*5A******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170668,2,1,3H3V532C*FT******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170670,2,1,1S12E953*FE******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170685,1,1,1JJV532D*HL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170685,3,1,1UYVS253*GU******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170687,2,1,1GRAP062*JJ******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170692,2,1,1GRAA062*CB******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170703,2,1,1UYVS253*8U******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170706,1,1,1GRAA062*GT******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170706,3,1,1UYVS253*GP******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170722,1,1,1JJV532D*LL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170722,2,1,1GR1P062*NL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170727,1,1,5V8VA532*CM******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170729,1,1,1UYVS253*P7******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170776,2,1,1DW1A452*JS******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170778,2,1,1JJV532B*GL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170782,2,1,1TDH4222*7B******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170782,4,1,1TTF4820*81******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170784,2,1,1UYVS253*CM******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170801,2,1,1GRAA062*FT******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170821,1,1,1UYFS248*K5******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170821,2,1,1RNF48A2*LR******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170856,2,1,3B9TS71E*DG007***,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170859,1,1,LJRC4126*71******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170885,2,1,5JW1U182*L1******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170919,3,1,1JJV532D*ML******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170933,1,1,1JJV532D*ML******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170942,2,1,1JJV532D*LL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170950,1,1,1JJV532D*CL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170952,1,1,10BFB723*BF******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170954,1,1,1JJV532B*HL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170955,2,1,1GRDM062*DH******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170962,1,1,1UYVS253*EM******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170972,1,1,1UYVS253*EM******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170990,1,1,1TDH4222*EB******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,170991,2,1,1JJV532D*KL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,171011,1,1,1GRAA962*HB******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,171041,3,1,1UYVS253*J6******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,171045,3,1,1JJV532W*2L******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,171067,2,1,4A2LD532*H3******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,171070,2,1,1GRAA802*FB******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,171086,3,1,1UYVS248*L3******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,171097,1,1,13N14820*P1******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,171097,3,1,1UYVS253*GP******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,171100,1,1,1JJV532B*KL******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,171121,2,1,3H3V532C*GT******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,171124,2,1,1UYVS253*K2******,2023-09-15 02:07:06,0,6,TRAILER
17,Illinois,171163,2,1,1UYVS253*K7******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180057,1,1,1E1F9U28*VR******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180127,2,1,1JJV532D*JL******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180176,1,1,1UYVS253*H6******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180180,1,1,1E9T5680*7E007***,2023-09-15 02:07:06,1,6,TRAILER
18,Indiana,180223,1,1,2A92B482*6R023***,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180305,1,1,1GRAP062*FB******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180325,1,1,1JJV281D*KL******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180325,1,2,1JJV281D*LL******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180369,2,1,1JJV532W*4L******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180395,1,1,1JJV532D*HL******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180395,2,1,4U3J0482*JL******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180413,3,1,3H3V281C*FT******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180413,3,2,1GRAA561*JB******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180476,1,1,1UYVS253*CM******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180518,1,1,1UYVS253*L3******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180624,1,1,5VUTG142*LP******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180641,2,1,1JJV532D*ML******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180665,2,1,1JJF452F*WS******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180667,2,1,1E1F9U28*FR******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180719,1,1,3B9TS71E*DG007***,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180722,2,1,5WUBU121*NF******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180764,2,1,1UYVS253*K2******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180811,1,1,1GR1P062*PD******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180854,2,1,5MADN402*FC******,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180887,2,1,1E9E5G52*NA505***,2023-09-15 02:07:06,0,6,TRAILER
18,Indiana,180902,1,1,1V9FC482*EN062***,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190018,2,1,4A2LD532*G3******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190019,2,1,1UYVS253*N3******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190027,1,1,527SR532*HL******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190030,2,1,1GRAA062*JK******,2023-09-15 02:07:06,0,6,TRAILER
